task_1,translated
1,"The provisioning is just watching the spectacle and the common Kashmiri, I came and spoiled his future. They will have to remove Amit Shahji. "
1,"Congress will have to respond to their mistakes. • On January 01, 1949, when a third was in the possession of Kashmir Pakistan, why did the Nehru Government Sejafire? • When Maharaja Hari Singh had taken the treaty with the Indian Union, why did we go? • Why did we agree to the referendum? "
1,"From the papers, # Shubh_ratri @ Annupatel77 @ backwas1 @ lakshmipandit5 @me_dishu @ anshika_pandit0 @anshikathakur_ @ kapilverma73 @ pramodwadekar12 @PrernasIingh @Sengar_Krishan "
1,Children are not a voter but they are not even other supporters of @Narendramodi ji @ BJP4Delhi 
1,"Shame doctors went on a slap and striked. Look at the journalists, # Mutvkar is also happy! "
0,Some pigs' illegal children are telling the Taliban to Delhi ... # Nickmee_Modies 
1,"In Pune, the second case of falling in three days came in front. The reporter @Pkhelkar talked about the Additional Commissioner of Pune Corporation Administration. #Reporterdiary Other Video: http://bit.ly/indiatodaysocial ... "
0,"Is the Zee Hindustan broker channel which was showing an-32 aircraft in the possession of Elium ?? Rohit, Sudhir, Anjana and Rubika did not question the government by losing the airplane. but? The aircraft will be detected by Modi's masterstroke, Dangal, DNA will definitely be shameless. "
0,"Brother, what are you from ... If the RSS team fulfills its work, some # dogs are still there. Those who themselves have their own home. "
1,"I am insisting, your tears in the eye should be your smile, my life, you just smiled that the moment was seen, when you came to the moment, Baraha came in the moment. Hindi________kosh @Kavita_kosh @kuchshabd "
1,"If the Congress would have taken together, "
1,Hon'ble Naman on the death anniversary of the former Chief Minister Respected Shri Sahib Singh Verma. 
1,Coin is a boom of love ~ Yes but it is a handful of it. You are not only troubled ~ that they are troubled. ~ Shahrukh Siddiqui @rekhta #shahrukhsiddiqui @Srspoet 
1,Eternal best wishes my sister is proud of you 
1,"G-20: PM Modi returned to Delhi from Japan, 6 meetings of the last day #pmmodi https://abpnews.abplive.in/india-news/pm-narendra-modi-arrives-in-delhi-efter-attending-g20 -Summit-in-Japan-1157036 ... "
1,"I appeal to Prashant Bhushan Sahab, he fought the case of Tabarajkhana and not only guilty of guilty policies. "
1,I knew you would not support bhagwa. Mera bhai hai tu. I love too janeman <3<3<3 
0,"Get to the Gandhi of the Gandhi, stay crying, what do we do? "
1,"Understanding that BJP has not stopped the growing fanatic of the private hospital and private schools in the country, it is going to understand the path of development, "
1,"Then the news channel was ""government"", but now there are ""darbari"", in 1975 people knew that ""Emergency"" is ... but there is no ""address"", the rest is all ""the same"". "
1,Thanks to the state president Mr. @Manojtiwarimp G. #Thankyoudelhi 
1,US President #Donaldtrump became the first US president who stepped on North Korea's soil before doing bilateral talks with the highest leader Kim Jong of #southkorea on Sunday. 
1,"Heart mine was a blank paper, he was sitting in a colorful shyma. "
1,# Lion runs then # dog barks 'So far I just heard' Live in Parliament 
0,Mullo to your mother Chod Dali Abe KDDA of Pig's Gross Natural DindaHade Leave your mother sisters in Asram Kr come to the cave yields ever to give us the chance to make your sister's interest .. Bhadwe apni mother asking Mullo Has born .. 
1,RSS National Seva Committee's Founcy and First Chief Director of All Sector of All Sequas on the Birthday of 'Mashi' # Laxmibai Kelkar ji! 
0,Wow Bhainchod Wow ... how many people are engaged to drop a man down ... the world is only a maternal ... #doublestandritcritics 
0,"Akhilesh Yadav, such as Akhilesh Yadav, # Dog Mayawati, Yes it is still known. Akhilesh # Dimple in Pallu. Mayawati # is spending the father of Babua. Rahul Gandhi # found with his mother, sister (# Rd) "
0,"Ray Bawli Tail! @Zairawasimmm how many came and went away. Do not let us know what we do? But why he wants to waste the name of Islam in the name of Islam. If you do not have any tail, then you are doing it. "
1,"In the relationship, we are your ""father"" ... Team India Zindabad. # Worldcup "
1,Meet the results first and then cry and you have to cry. Again Namah 
1,Rohit Sharma #indvban # CWC19 
1,"Who will kill in today's match of CWC19? #Indvban #Worldcuponindiatoday Do not think, play your team and click to play with your game # Aajtak11: http://www.aajtak11. "
0,Shakib Teri Begum Kasam Out Mather Chand 
0,"You do not even go up and give it to your own ass and put it in my own ass, it is equal to every woman's mother in Hindustan "
1,Big Breaking: Ashok Gehlot is going to become Congress's new national president! Rahul Gandhi refused to handle the post in any situation. 
1,"Leaf leaf boota Boota's heart's Gulshan, why today is silent where there was color and blow, now it is not a passion. Words # Word @ queen_hoon11 @kavita_kosh @kuchshabd "
1,#WC19 #Indvsban #Teamindia against #Bangladesh won the toss and decided to bat first. @Bcci @bcbtigers https://www.wahcricket.com/ 
1,#DNA nonstopnews: 37 deaths in the last 24 hours from heavy rains in Maharashtra 
1,Turn on and shouting..thal step is a kun. 
0,"Mr. Tabrez Ansari was a richest talent, his glorious herithe was also distinguished as the thieves, Dakato, his father was the most famous googue of Dakat and the area. is ! "
1,Live Program Urs A Chahlum Huzur Tajushshariya 
0,"People named BC.No know what you have to do with the people of yours, Jai Shri Ram is crying to cry. "
1,"- Ever move, sometimes a motive, sometimes there are monkeys. This period also means thousands of 'Namaste'. "
1,"Why does not change in society? Because there is no courage in the poor, the medium does not need to be furious and rich. "
0,Bhainchod What is happening to this? 
1,"Sir, a sequel from you once again will give you ahead of Mulayam Ji. "
0,"Matherchod, in sensation, illegitimate Avalad, "
1,"Car bomb blast near military building in Kabul, so far 53 people were injured in https://abpnews.abplive.in/world-news/afghanistan-kabul-car-bomb-blast-at-least-53-injured -1158023 ... #kabulblast "
1,Happiness and sadness is # Life is sometimes smiling. # Zindagi # Bus_U_________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________ 
1,"#Theedebate: Modi, Madarsa and Muslim @Syedasimwaqar spokesman #Aimim on Bharat Samachar. @Brajeshlive @asadowaisi "
1,"Therefore, in schools, Hindi improves Hindi to study as much as possible. Clause # Come to # Come to Teach Friendship. #Follow ME% #Follow Back "
0,"Abe Nanga Baba's Lund's Prasad, you have been like a gutter, it seems to be your mother who has scored your mother, which is showing you in the paper, writing a journalist written in the paper. So, if written is correct, then the Muslim that will be born from the pig "
1,India # CWC19 #Atcard reached World Cup semi-final by defeating Bangladesh 
0,This Bhadwa is busy watching Article 15 
1,"Saffron wearing the Indian cricket team's defeat, whether saffron became heavy on India ...? Please answer yourself in the comment ... "
1,#Yuvi's 6 sixes who rescue sixes of all the bowlers. #Yuvraj #yuvrajsinghretires #yuvrajretires #yuviretires 
1,The Bhadrassan firms the body and stabilizes the brain. Let's know how many advantages of this posture. # Yogaday2019 
1,"Some people sitting on religious positions understand themselves, some people are wasting their time to get God's status, "
1,"Modi will not be healthy by keeping the body healthy? Clear the mind, then both the body and heart will remain healthy? # Yogaday2019 "
0,"good. When a Muslim is called Jai Shri Ram, then why do you start crying? But the Hindu is doing it, but the temple broke away, it is not a Muslim. It is right. Hey Shame, Pakandi Pappu is now coming from coming to the government. Try as much as possible. "
1,"The party can be different ""divine"" is one, do not even ""sin"" in power, it is also difficult to do ""atonement"". "
1,Congratulations @bcci And Congratulations to the Indian Cricket Team India India defeated West Indies by 125 runs. @Imvkohli @MRO45 @VirenderSehwag @Harbhajan_singh @CricketWorldcup @ Hardikpandya7 @ Sdhawan25 @Aloksanjar @ bjp4mp @narendramodi @Amitshah 
1,"The pieces were lying in the path of any Hasina's picture, no crazy became sensible today ... "
1,"State President Mr. @Manojtiwarimp took his problems with people during his night migration in C4, Sultanpuri and made aware of the public welfare planets of the Modi government. #Delhiwantsbjp "
0,"Die shot in this maternal uncle, @uppolice "
1,"Accepted, accepting defeat, we will continue to go for the conflict, accepting opinion, accept the defeat, accepting the defeat, we will continue to run, with the freshness ... "
0,"You are putting photos, see the cut lund "
0,The father sold the father to the father 
1,"@ BJP4India Parliamentary Party in Delhi Today, 380 will decide the agenda for MPs PM @Narendramodi "
1,"If anyone has to save power, then someone has to get power in the future, so the leaders climb on the pile of corpses .. and who dies .. just and just stupid pro / worker # West_Bangal #kailashvijayvargiya @Manakgupta "
1,"In the American Parliament, India's approval to give status like NATO countries will now fight against terrorism? Country @Zeenews 7.55 PM "
1,"Be the winner of the 19th June of #Playandwinonzee, you also play and win Paytm Cash Reward, click - https://playandwingame.india.com/?src=zeenews_home ... "
1,"LIVE: Torrential rain increased trouble in Mumbai, water filled in many areas, holiday of schools #mumbairains https://abpnews.abplive.in/india-news/mumbai-streets-in-chembur-hindmata-and-Santacruz-flooded -Following-Heavy-Rainfall-In-The-State-1157733 ... "
1,Season Season Season Season Season made in the city! Who is responsible for this? #Warispathan on @Aajtak with # Hull_bol @anjanaomkashyap 
0,"# Chidambaram Sahab, you are really a bad person. Sorry if something is misunderstood, then my Hindi is weak "
0,Gaya Bhenchod .... in bomb blast 
1,"Bhim Army Chief Chandrashekhar Azad had spoken to India, not like the Jewel Like the agenda, @TheLallantop also supported the talk of @bhimarmychief. https://www.thelallantop.com/jhamajham/bhim-army-chief-chandrashekhar-said-bharat-chalana-jaante-hain-in-his-muzaffarnagar-Rally/ ... https://www.thelallantop.com/jhamajham /bhim-army-chief-chandrashekhar-said-bharat-chalana-jaante-hain-in-his-muzaffarnagar-rally/amp/#click=https://t.co/U6T05LWN1F ... "
1,How is your leader like Sudarshan TV !!! No fuss straight talk . 
1,"Look at me now "" "
1,"Natural Var-filled mountain, wet morning from cold morning, Nazakat lukewarm afternoon, my generation logo's favorite place of 'Himmoon Trip', seen through the films Being Beautiful ... There are many thousands of life stems in violence, not a fear now Kashmir. "
0,"Speak openly! Open and say all the words 'Jai Shriram' Murdabad Vandemataram should not have discrimination. Tell me all the constitution This Zindabad 'Jai Sia Ram' Jhindabad Jhindabad Kaho Jai Hind Jan Gan Man also Zindabad! Bodhisattva, famous litterateur "
1,"What is the brother step, even if you do not understand the wrong ... "
1,"Indian Railways will change from Monday, Time Table, Eastern Central Railway made changes in the time of these trains "
1,". @ BJP4India Welcome to @Narendramodi in the meeting of Parliamentary Party, will decide the agenda for 380 MPs PM https://abpnews.abplive.in/india-news/bjp-parliamentary-bard-to-meet-in-delhi- TODAY-1158379 ... "
1,"Throughout the seven folks, two hates today need love to love - Bashir Badra "
1,The first step is to see a fight ... 
1,"This is the last budget of the Modi government, so my promise is that there will be a lot of temptation because now the worry of the country is concerned about ?? @Abbasalirushdi @bezubaandarinda @ Roflravish9 @Hasanfaizulkhan @juhiesingh "
1,"Sri Lanka's third blow against West Indies, Mendis scored 39 runs # ICCWORLDCUP2019 #SLVWI "
1,"If the country is going to be on the day of the country's housewife, it is that Muslims are fed up with oppression and take weapons for their self-defense, then they can be collective massacre by saying a traitor, such as Bosnia, Syria etc. is! "
1,1947:- Divided by England     2019 :- United By England     Yhi to mazza hai world cup ka 
1,Got in the book # Nagin People ••• Become Hymight # Fucker People 
1,"Women's body recovered in Noida, police investigation @Arvindojha "
1,"The man does not even have such a thought, why not you look at my father in every man, and give respect to the man, you will be a boyfriend, husband will be, brother, brother will be "
0,"Yes and Bhainchod is the whole family and the cathedi thief is one thing and I am writing abuse, then what is our freedom of speech which is going to abuse the country and we are giving only one family. "
1,"Be discreet with your kindness .. God takes some work from us who says good. Such work gives us inspiration, thank you by the depths of heart for this work @lambaalka Sahiba "
1,"Country needs # Pragya_thakur like MP, going on a very good country # 2019_loksabha_result "
0,"#ITRUTH1925 Where is # secular, # tolerance_gang, #Mob_lching day noise, why do not you? Say anything. Why are not you speaking anything? Years, # Lollipop of # Allah_mies What are you sucking years? # PLEASERT "
0,"We sit in the middle of the intersection, we chant #hanumanchalisa, we believe that worship should be done in your home and your religious place, whether it is people of any religion. But if a community can sit on the path, why can not the other community worship? @poonam_mahajan "
1,"In the first organized struggle against the British, in 1857, such a Veerangna Rani Lakshmi Bai, who was sour to the teeth of English forces. "
1,"Aspect Khan's son said - We were looking for justice from the Congress government, not a charge sheet! What is the idea of the Congress Congress devotees of Bahujan Samaj now? Just keep in mind the event is of Rajasthan! @mpchalia @mlarajeshsp @bahujanwarrior @Invincisachin @myselfviraj @gajbhiye_sumegh "
1,"Announcing Prime Minister's Awards to contribute to the field of yoga, it was a matter of great satisfaction for me in myself. This award has been given to many organizations around the world: PM @Narendramodi #Mannkibaat "
1,Science can be realized by the design of enabled India only through technology 
0,This will say that some will also do above these bastards 
0,Teacher: 'Sheela was wearing clothes' Speak in your language. Student -: Bhainchod late !!!! 
0,"Ace # lowly and # hanging # hanging in front of everyone at # intersection, and # live in the entire # country. "
1,"With the enthusiasm, the people of Delhi gave their love and blessings to the BJP in the Lok Sabha elections, Delhi assembly has to repeat the same history. All you are ready for the Delhi elections, we have to overthrow the government of failing with the power of Delhi - Mr. @Manojtiwarimp "
1,"Blood Donation Let's Donate Blood, Save Lives! #WorldbloodDonorday "
1,"If you want to get victory # then increase the # encycloped, # Fate Roti is also # dogs. L # Jai_Shree_Ram "
1,Beauty is affordable .. The character is expensive .. The clock is affordable .. Time is expensive .. The body is cheap .. Life is expensive .. The relationship is cheap .. But it is expensive .. # Jai_Shree_Ram # auspicious 
0,Only one sentence for you 'silent and Bhoskke!' 
1,Repeatedly forgetting 370 in Jammu and Kashmir forget that the temporary word ahead of 370 has also been included. 370 is a temporary issue of our constitution. 
1,@ziddy_zoya 10k followers Mubarak   Wish you many many many many............... Many more... 
